session_id,purchase_probability,intent_segment,recommended_action,actual_revenue,customer_cluster,behavior_segment,decision_priority,campaign_type,suggested_channel,chatbot_route
3796,0.0065074135,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3494,0.0030062504,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1510,0.015549261,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8897,0.15204044,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3012,0.0041626235,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1831,0.03423311,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5866,0.20198014,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7475,0.17289627,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1097,0.0018082692,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
933,0.02052172,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8249,0.9069485,High Intent,Send checkout reminder or limited-time offer,1,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
5331,0.0029235221,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2117,0.005159753,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4294,0.7709119,High Intent,Send checkout reminder or limited-time offer,0,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
9869,0.5850918,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
936,0.013312302,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7821,0.10342933,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5816,0.71392137,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
1849,0.0025846618,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6878,0.19248466,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9585,0.031932283,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3998,0.003487941,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4484,0.24880385,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7147,0.20294371,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7920,0.28517935,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2065,0.8000657,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
7940,0.25689793,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4067,0.00086576527,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2271,0.007910296,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5359,0.03733075,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9067,0.12737435,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2338,0.31151164,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9094,0.10922519,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4747,0.002840283,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10098,0.8394249,High Intent,Send checkout reminder or limited-time offer,1,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
6800,0.25810963,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4104,0.0060934196,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6706,0.18318,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7720,0.15144883,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11869,0.8912293,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
11766,0.96758723,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
10297,0.1337576,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7962,0.92601776,High Intent,Send checkout reminder or limited-time offer,1,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
3274,0.00064986263,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10999,0.38384745,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10619,0.20215297,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11272,0.94830805,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
10194,0.23478445,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2350,0.0026719486,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3509,0.0067686546,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11182,0.08595403,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
388,0.0052877935,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4801,0.005699756,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5898,0.72379893,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
9175,0.1079356,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5050,0.013474789,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11040,0.99046385,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
6979,0.22486372,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1778,0.018954601,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11949,0.18249856,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8791,0.027193025,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2138,0.9537805,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
11520,0.043218102,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5912,0.009968641,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6778,0.56245834,Medium Intent,Send educational content about Nattoguard benefits,1,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
11260,0.9744563,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
584,0.021183344,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7369,0.20711951,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11217,0.10906467,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10771,0.92961615,High Intent,Send checkout reminder or limited-time offer,1,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
3534,0.3966079,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1083,0.0011977125,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
223,0.018879144,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6366,0.11414732,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5066,0.016232513,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11632,0.012794428,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8982,0.057168342,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5509,0.017222565,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6785,0.14070658,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8085,0.774338,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
7243,0.7655023,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
1106,0.01090245,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
120,0.03464543,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5789,0.9431644,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
1137,0.021220814,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8602,0.6653329,Medium Intent,Send educational content about Nattoguard benefits,0,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
3501,0.004592828,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10193,0.8627628,High Intent,Send checkout reminder or limited-time offer,1,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
1091,0.026316807,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8630,0.5358687,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
4253,0.42601445,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
1353,0.017917236,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2173,0.0054985755,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
434,0.019679315,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
38,0.03139014,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8491,0.038898807,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3748,0.013028999,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8218,0.14625014,Low Intent,Retarget with awareness ad or product education,1,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1286,0.04389244,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7619,0.24207848,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11675,0.25632793,Low Intent,Retarget with awareness ad or product education,1,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1826,0.030410001,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3880,0.0040621725,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
592,0.019201426,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5154,0.0007113228,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9590,0.059369672,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9423,0.014972242,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1078,0.020847484,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1300,0.95916307,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
2009,0.024621183,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3469,0.98010063,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
6893,0.6369452,Medium Intent,Send educational content about Nattoguard benefits,0,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
2190,0.008960983,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11239,0.8809589,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
7618,0.83454245,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
9520,0.28867233,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7091,0.5247329,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
11102,0.056342453,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6576,0.38491732,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10229,0.05150141,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6757,0.7967564,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
7630,0.85940856,High Intent,Send checkout reminder or limited-time offer,0,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
10163,0.73611164,Medium Intent,Send educational content about Nattoguard benefits,1,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
3370,0.019078799,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
884,0.0098914625,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6848,0.42655537,Medium Intent,Send educational content about Nattoguard benefits,0,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
7639,0.7031296,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
594,0.012576295,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3884,0.0075958306,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
418,0.020325411,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6830,0.25437683,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11213,0.15557487,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10507,0.21992521,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8557,0.018417161,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6803,0.53384084,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
1217,0.0077337483,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1411,0.06721742,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6533,0.29701984,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4262,0.4183166,Medium Intent,Send educational content about Nattoguard benefits,1,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
7625,0.94883835,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
8053,0.20610093,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5948,0.3436221,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11681,0.15127508,Low Intent,Retarget with awareness ad or product education,1,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4165,0.0022871515,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9731,0.2913213,Low Intent,Retarget with awareness ad or product education,1,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6134,0.17945449,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
