session_id,purchase_probability,intent_segment,recommended_action,actual_revenue
418,0.020325411,Low Intent,Retarget with awareness ad or product education,0
6830,0.25437683,Low Intent,Retarget with awareness ad or product education,0
11213,0.15557487,Low Intent,Retarget with awareness ad or product education,0
10507,0.21992521,Low Intent,Retarget with awareness ad or product education,0
8557,0.018417161,Low Intent,Retarget with awareness ad or product education,0
6803,0.53384084,Medium Intent,Send educational content about Nattoguard benefits,0
1217,0.0077337483,Low Intent,Retarget with awareness ad or product education,0
1411,0.06721742,Low Intent,Retarget with awareness ad or product education,0
6533,0.29701984,Low Intent,Retarget with awareness ad or product education,0
4262,0.4183166,Medium Intent,Send educational content about Nattoguard benefits,1
7625,0.94883835,High Intent,Send checkout reminder or limited-time offer,1
8053,0.20610093,Low Intent,Retarget with awareness ad or product education,0
5948,0.3436221,Low Intent,Retarget with awareness ad or product education,0
11681,0.15127508,Low Intent,Retarget with awareness ad or product education,1
4165,0.0022871515,Low Intent,Retarget with awareness ad or product education,0
9731,0.2913213,Low Intent,Retarget with awareness ad or product education,1
6134,0.17945449,Low Intent,Retarget with awareness ad or product education,0
10225,0.1418485,Low Intent,Retarget with awareness ad or product education,0
8806,0.50943744,Medium Intent,Send educational content about Nattoguard benefits,1
9919,0.34016773,Low Intent,Retarget with awareness ad or product education,0
6256,0.5229463,Medium Intent,Send educational content about Nattoguard benefits,0
10320,0.38869953,Low Intent,Retarget with awareness ad or product education,0
4307,0.4245993,Medium Intent,Send educational content about Nattoguard benefits,1
5822,0.011628696,Low Intent,Retarget with awareness ad or product education,0
3504,0.0057813646,Low Intent,Retarget with awareness ad or product education,0
5756,0.11940686,Low Intent,Retarget with awareness ad or product education,0
6716,0.21374127,Low Intent,Retarget with awareness ad or product education,0
5657,0.2749288,Low Intent,Retarget with awareness ad or product education,0
7825,0.08190247,Low Intent,Retarget with awareness ad or product education,0
8453,0.05508355,Low Intent,Retarget with awareness ad or product education,0
6788,0.6246131,Medium Intent,Send educational content about Nattoguard benefits,0
6265,0.9320887,High Intent,Send checkout reminder or limited-time offer,0
2086,0.011874105,Low Intent,Retarget with awareness ad or product education,0
3633,0.0059749126,Low Intent,Retarget with awareness ad or product education,0
10331,0.9141011,High Intent,Send checkout reminder or limited-time offer,1
1036,0.01243852,Low Intent,Retarget with awareness ad or product education,0
7109,0.1916105,Low Intent,Retarget with awareness ad or product education,0
9479,0.88139516,High Intent,Send checkout reminder or limited-time offer,0
6713,0.20541835,Low Intent,Retarget with awareness ad or product education,0
5952,0.070453435,Low Intent,Retarget with awareness ad or product education,0
11413,0.55286294,Medium Intent,Send educational content about Nattoguard benefits,0
2277,0.008949726,Low Intent,Retarget with awareness ad or product education,0
7425,0.13225381,Low Intent,Retarget with awareness ad or product education,0
11554,0.56443805,Medium Intent,Send educational content about Nattoguard benefits,0
6425,0.27053958,Low Intent,Retarget with awareness ad or product education,0
3105,0.0043292055,Low Intent,Retarget with awareness ad or product education,0
8413,0.22894843,Low Intent,Retarget with awareness ad or product education,1
2816,0.008961872,Low Intent,Retarget with awareness ad or product education,0
4736,0.006761282,Low Intent,Retarget with awareness ad or product education,0
10541,0.94497424,High Intent,Send checkout reminder or limited-time offer,1
10723,0.16992505,Low Intent,Retarget with awareness ad or product education,1
6768,0.07378168,Low Intent,Retarget with awareness ad or product education,0
3766,0.009335296,Low Intent,Retarget with awareness ad or product education,0
5498,0.6399772,Medium Intent,Send educational content about Nattoguard benefits,0
6080,0.17880109,Low Intent,Retarget with awareness ad or product education,0
198,0.0074704057,Low Intent,Retarget with awareness ad or product education,0
6015,0.4406391,Medium Intent,Send educational content about Nattoguard benefits,0
924,0.039274815,Low Intent,Retarget with awareness ad or product education,0
4047,0.013602462,Low Intent,Retarget with awareness ad or product education,0
9341,0.17205754,Low Intent,Retarget with awareness ad or product education,0
3815,0.02084489,Low Intent,Retarget with awareness ad or product education,0
4317,0.0071887355,Low Intent,Retarget with awareness ad or product education,0
10010,0.11615806,Low Intent,Retarget with awareness ad or product education,0
216,0.022711966,Low Intent,Retarget with awareness ad or product education,0
321,0.07757706,Low Intent,Retarget with awareness ad or product education,0
12149,0.043483634,Low Intent,Retarget with awareness ad or product education,0
156,0.0059838262,Low Intent,Retarget with awareness ad or product education,0
12006,0.18074684,Low Intent,Retarget with awareness ad or product education,0
11207,0.33554283,Low Intent,Retarget with awareness ad or product education,0
143,0.003581914,Low Intent,Retarget with awareness ad or product education,0
7410,0.9197682,High Intent,Send checkout reminder or limited-time offer,1
8778,0.37779352,Low Intent,Retarget with awareness ad or product education,0
10029,0.08600569,Low Intent,Retarget with awareness ad or product education,0
6873,0.4407966,Medium Intent,Send educational content about Nattoguard benefits,0
1295,0.019169368,Low Intent,Retarget with awareness ad or product education,0
9084,0.45287332,Medium Intent,Send educational content about Nattoguard benefits,0
12014,0.120504975,Low Intent,Retarget with awareness ad or product education,0
7513,0.023711152,Low Intent,Retarget with awareness ad or product education,1
5351,0.0046250597,Low Intent,Retarget with awareness ad or product education,0
9274,0.8556345,High Intent,Send checkout reminder or limited-time offer,0
7961,0.15698075,Low Intent,Retarget with awareness ad or product education,0
3393,0.925225,High Intent,Send checkout reminder or limited-time offer,0
11845,0.16427055,Low Intent,Retarget with awareness ad or product education,0
10994,0.11338632,Low Intent,Retarget with awareness ad or product education,0
1625,0.9401476,High Intent,Send checkout reminder or limited-time offer,1
8530,0.9709682,High Intent,Send checkout reminder or limited-time offer,1
11114,0.18299994,Low Intent,Retarget with awareness ad or product education,0
6208,0.66115195,Medium Intent,Send educational content about Nattoguard benefits,1
2937,0.8125774,High Intent,Send checkout reminder or limited-time offer,1
8129,0.95885485,High Intent,Send checkout reminder or limited-time offer,1
6865,0.115638025,Low Intent,Retarget with awareness ad or product education,0
8853,0.26394394,Low Intent,Retarget with awareness ad or product education,0
3450,0.008207865,Low Intent,Retarget with awareness ad or product education,0
5144,0.0045559127,Low Intent,Retarget with awareness ad or product education,0
54,0.022735126,Low Intent,Retarget with awareness ad or product education,0
2729,0.93193287,High Intent,Send checkout reminder or limited-time offer,1
11734,0.5791836,Medium Intent,Send educational content about Nattoguard benefits,0
10486,0.2318231,Low Intent,Retarget with awareness ad or product education,0
3539,0.010338139,Low Intent,Retarget with awareness ad or product education,0
864,0.9687778,High Intent,Send checkout reminder or limited-time offer,1
10863,0.36959842,Low Intent,Retarget with awareness ad or product education,0
6219,0.46978822,Medium Intent,Send educational content about Nattoguard benefits,0
1421,0.007287736,Low Intent,Retarget with awareness ad or product education,0
2750,0.0074249986,Low Intent,Retarget with awareness ad or product education,0
8399,0.92731786,High Intent,Send checkout reminder or limited-time offer,1
1525,0.0015442234,Low Intent,Retarget with awareness ad or product education,0
6194,0.118689455,Low Intent,Retarget with awareness ad or product education,0
2787,0.0028540115,Low Intent,Retarget with awareness ad or product education,0
8187,0.210176,Low Intent,Retarget with awareness ad or product education,0
9331,0.19797872,Low Intent,Retarget with awareness ad or product education,0
5214,0.009194857,Low Intent,Retarget with awareness ad or product education,0
5910,0.09345838,Low Intent,Retarget with awareness ad or product education,0
4099,0.9773701,High Intent,Send checkout reminder or limited-time offer,1
3771,0.007116097,Low Intent,Retarget with awareness ad or product education,0
8423,0.15138271,Low Intent,Retarget with awareness ad or product education,0
8205,0.99059653,High Intent,Send checkout reminder or limited-time offer,1
3209,0.009777974,Low Intent,Retarget with awareness ad or product education,0
2097,0.008913448,Low Intent,Retarget with awareness ad or product education,0
7263,0.1433598,Low Intent,Retarget with awareness ad or product education,1
9124,0.9271803,High Intent,Send checkout reminder or limited-time offer,1
9544,0.53986067,Medium Intent,Send educational content about Nattoguard benefits,0
1049,0.007842662,Low Intent,Retarget with awareness ad or product education,0
9713,0.2808004,Low Intent,Retarget with awareness ad or product education,0
1434,0.0138719175,Low Intent,Retarget with awareness ad or product education,0
8123,0.16542499,Low Intent,Retarget with awareness ad or product education,0
8688,0.21492463,Low Intent,Retarget with awareness ad or product education,0
10988,0.6348967,Medium Intent,Send educational content about Nattoguard benefits,0
6762,0.013027362,Low Intent,Retarget with awareness ad or product education,0
7832,0.3231632,Low Intent,Retarget with awareness ad or product education,0
968,0.020531634,Low Intent,Retarget with awareness ad or product education,0
4655,0.004504955,Low Intent,Retarget with awareness ad or product education,0
5641,0.069222525,Low Intent,Retarget with awareness ad or product education,0
7026,0.1558115,Low Intent,Retarget with awareness ad or product education,0
3320,0.002134052,Low Intent,Retarget with awareness ad or product education,0
10243,0.25658146,Low Intent,Retarget with awareness ad or product education,0
1517,0.013329537,Low Intent,Retarget with awareness ad or product education,0
8608,0.89413095,High Intent,Send checkout reminder or limited-time offer,1
1982,0.0016412069,Low Intent,Retarget with awareness ad or product education,0
7153,0.24230576,Low Intent,Retarget with awareness ad or product education,0
211,0.028331246,Low Intent,Retarget with awareness ad or product education,0
11042,0.25559843,Low Intent,Retarget with awareness ad or product education,0
9985,0.23592776,Low Intent,Retarget with awareness ad or product education,0
8533,0.14995615,Low Intent,Retarget with awareness ad or product education,0
7158,0.14138618,Low Intent,Retarget with awareness ad or product education,0
3729,0.0057765753,Low Intent,Retarget with awareness ad or product education,0
8890,0.016974343,Low Intent,Retarget with awareness ad or product education,0
3127,0.0016876542,Low Intent,Retarget with awareness ad or product education,0
243,0.008395874,Low Intent,Retarget with awareness ad or product education,0
1371,0.049909256,Low Intent,Retarget with awareness ad or product education,0
4680,0.31553426,Low Intent,Retarget with awareness ad or product education,0
6025,0.97788036,High Intent,Send checkout reminder or limited-time offer,1
11488,0.6385039,Medium Intent,Send educational content about Nattoguard benefits,1
3053,0.005012826,Low Intent,Retarget with awareness ad or product education,0
11208,0.5146017,Medium Intent,Send educational content about Nattoguard benefits,0
275,0.021816358,Low Intent,Retarget with awareness ad or product education,0
3292,0.33562908,Low Intent,Retarget with awareness ad or product education,0
11683,0.77184606,High Intent,Send checkout reminder or limited-time offer,1
80,0.03710539,Low Intent,Retarget with awareness ad or product education,0
7527,0.1893017,Low Intent,Retarget with awareness ad or product education,0
4989,0.02080553,Low Intent,Retarget with awareness ad or product education,0
10448,0.44963363,Medium Intent,Send educational content about Nattoguard benefits,0
5771,0.12087407,Low Intent,Retarget with awareness ad or product education,0
9486,0.021868106,Low Intent,Retarget with awareness ad or product education,0
4561,0.7456677,Medium Intent,Send educational content about Nattoguard benefits,1
2664,0.0101095615,Low Intent,Retarget with awareness ad or product education,0
7633,0.86160296,High Intent,Send checkout reminder or limited-time offer,0
7755,0.56758153,Medium Intent,Send educational content about Nattoguard benefits,0
3716,0.0047115623,Low Intent,Retarget with awareness ad or product education,0
11555,0.1189062,Low Intent,Retarget with awareness ad or product education,0
8288,0.95395154,High Intent,Send checkout reminder or limited-time offer,1
8228,0.025031233,Low Intent,Retarget with awareness ad or product education,0
2993,0.0026818898,Low Intent,Retarget with awareness ad or product education,0
7380,0.05566077,Low Intent,Retarget with awareness ad or product education,0
10701,0.42498767,Medium Intent,Send educational content about Nattoguard benefits,0
11546,0.14191952,Low Intent,Retarget with awareness ad or product education,0
6835,0.08956242,Low Intent,Retarget with awareness ad or product education,0
5011,0.01375326,Low Intent,Retarget with awareness ad or product education,0
11502,0.13809104,Low Intent,Retarget with awareness ad or product education,0
2035,0.033173338,Low Intent,Retarget with awareness ad or product education,0
4358,0.0032739735,Low Intent,Retarget with awareness ad or product education,0
4751,0.0066272924,Low Intent,Retarget with awareness ad or product education,0
2936,0.0047256052,Low Intent,Retarget with awareness ad or product education,0
6014,0.14820668,Low Intent,Retarget with awareness ad or product education,0
119,0.011012688,Low Intent,Retarget with awareness ad or product education,0
11769,0.2564062,Low Intent,Retarget with awareness ad or product education,0
9521,0.33067632,Low Intent,Retarget with awareness ad or product education,0
4086,0.9881075,High Intent,Send checkout reminder or limited-time offer,1
10450,0.13508216,Low Intent,Retarget with awareness ad or product education,1
21,0.002884147,Low Intent,Retarget with awareness ad or product education,0
3243,0.0079882555,Low Intent,Retarget with awareness ad or product education,0
10348,0.5991948,Medium Intent,Send educational content about Nattoguard benefits,0
8912,0.33074233,Low Intent,Retarget with awareness ad or product education,0
3438,0.006389341,Low Intent,Retarget with awareness ad or product education,0
9052,0.06527451,Low Intent,Retarget with awareness ad or product education,0
10798,0.77763,High Intent,Send checkout reminder or limited-time offer,1
7181,0.19006132,Low Intent,Retarget with awareness ad or product education,0
366,0.031363446,Low Intent,Retarget with awareness ad or product education,0
3416,0.008195495,Low Intent,Retarget with awareness ad or product education,0
9309,0.13705744,Low Intent,Retarget with awareness ad or product education,0
10844,0.269363,Low Intent,Retarget with awareness ad or product education,0
6315,0.12430162,Low Intent,Retarget with awareness ad or product education,0
8048,0.1072264,Low Intent,Retarget with awareness ad or product education,0
9745,0.0065662116,Low Intent,Retarget with awareness ad or product education,0
7640,0.31875217,Low Intent,Retarget with awareness ad or product education,0
8192,0.07505691,Low Intent,Retarget with awareness ad or product education,0
7482,0.2361005,Low Intent,Retarget with awareness ad or product education,0
3237,0.9121327,High Intent,Send checkout reminder or limited-time offer,1
1724,0.013682616,Low Intent,Retarget with awareness ad or product education,0
4817,0.0019795473,Low Intent,Retarget with awareness ad or product education,0
7337,0.7983984,High Intent,Send checkout reminder or limited-time offer,0
6157,0.9508443,High Intent,Send checkout reminder or limited-time offer,1
4132,0.013921623,Low Intent,Retarget with awareness ad or product education,0
7988,0.6906919,Medium Intent,Send educational content about Nattoguard benefits,0
194,0.027987037,Low Intent,Retarget with awareness ad or product education,0
3862,0.6744363,Medium Intent,Send educational content about Nattoguard benefits,0
7474,0.43322605,Medium Intent,Send educational content about Nattoguard benefits,0
12074,0.18390073,Low Intent,Retarget with awareness ad or product education,0
12125,0.89318246,High Intent,Send checkout reminder or limited-time offer,0
3432,0.9791367,High Intent,Send checkout reminder or limited-time offer,1
5705,0.31771937,Low Intent,Retarget with awareness ad or product education,0
2540,0.014996317,Low Intent,Retarget with awareness ad or product education,0
6167,0.13481815,Low Intent,Retarget with awareness ad or product education,0
1383,0.016115973,Low Intent,Retarget with awareness ad or product education,0
9481,0.1663857,Low Intent,Retarget with awareness ad or product education,0
417,0.0009967183,Low Intent,Retarget with awareness ad or product education,0
11570,0.17204304,Low Intent,Retarget with awareness ad or product education,0
7151,0.08283887,Low Intent,Retarget with awareness ad or product education,0
2612,0.010151435,Low Intent,Retarget with awareness ad or product education,0
11141,0.0527442,Low Intent,Retarget with awareness ad or product education,0
7916,0.36074802,Low Intent,Retarget with awareness ad or product education,0
8374,0.09522251,Low Intent,Retarget with awareness ad or product education,0
7039,0.14941187,Low Intent,Retarget with awareness ad or product education,0
7711,0.31141537,Low Intent,Retarget with awareness ad or product education,0
3898,0.0045110364,Low Intent,Retarget with awareness ad or product education,0
9732,0.04172105,Low Intent,Retarget with awareness ad or product education,0
6346,0.99388313,High Intent,Send checkout reminder or limited-time offer,1
9213,0.2891553,Low Intent,Retarget with awareness ad or product education,0
8925,0.25044477,Low Intent,Retarget with awareness ad or product education,0
5262,0.014825387,Low Intent,Retarget with awareness ad or product education,0
8580,0.0073728017,Low Intent,Retarget with awareness ad or product education,0
3985,0.029668026,Low Intent,Retarget with awareness ad or product education,0
6547,0.10439912,Low Intent,Retarget with awareness ad or product education,0
2940,0.75680685,High Intent,Send checkout reminder or limited-time offer,1
10446,0.9580499,High Intent,Send checkout reminder or limited-time offer,1
5759,0.26996925,Low Intent,Retarget with awareness ad or product education,0
2776,0.9884891,High Intent,Send checkout reminder or limited-time offer,1
4520,0.7062825,Medium Intent,Send educational content about Nattoguard benefits,1
6200,0.3053895,Low Intent,Retarget with awareness ad or product education,0
1646,0.052931864,Low Intent,Retarget with awareness ad or product education,0
918,0.018278318,Low Intent,Retarget with awareness ad or product education,0
2012,0.04227988,Low Intent,Retarget with awareness ad or product education,0
7848,0.43340775,Medium Intent,Send educational content about Nattoguard benefits,0
12038,0.5150359,Medium Intent,Send educational content about Nattoguard benefits,1
5811,0.006575883,Low Intent,Retarget with awareness ad or product education,0
9987,0.39998138,Low Intent,Retarget with awareness ad or product education,0
3230,0.9360492,High Intent,Send checkout reminder or limited-time offer,0
10989,0.95188624,High Intent,Send checkout reminder or limited-time offer,1
2734,0.007676314,Low Intent,Retarget with awareness ad or product education,0
11511,0.20728241,Low Intent,Retarget with awareness ad or product education,0
560,0.013710869,Low Intent,Retarget with awareness ad or product education,0
5535,0.23657069,Low Intent,Retarget with awareness ad or product education,0
11037,0.14892314,Low Intent,Retarget with awareness ad or product education,0
5130,0.0036840478,Low Intent,Retarget with awareness ad or product education,0
6655,0.14180285,Low Intent,Retarget with awareness ad or product education,0
5293,0.000620666,Low Intent,Retarget with awareness ad or product education,0
4282,0.006563494,Low Intent,Retarget with awareness ad or product education,0
6699,0.0102407355,Low Intent,Retarget with awareness ad or product education,0
4216,0.018855326,Low Intent,Retarget with awareness ad or product education,0
4709,0.73747766,Medium Intent,Send educational content about Nattoguard benefits,0
9569,0.23034818,Low Intent,Retarget with awareness ad or product education,0
1196,0.009956075,Low Intent,Retarget with awareness ad or product education,0
8260,0.4953842,Medium Intent,Send educational content about Nattoguard benefits,1
320,0.029033713,Low Intent,Retarget with awareness ad or product education,0
9211,0.6509048,Medium Intent,Send educational content about Nattoguard benefits,0
5461,0.12244763,Low Intent,Retarget with awareness ad or product education,0
3016,0.0006505446,Low Intent,Retarget with awareness ad or product education,0
5012,0.9114982,High Intent,Send checkout reminder or limited-time offer,0
9942,0.26533365,Low Intent,Retarget with awareness ad or product education,1
2600,0.011593722,Low Intent,Retarget with awareness ad or product education,0
11293,0.09896703,Low Intent,Retarget with awareness ad or product education,0
10680,0.020317204,Low Intent,Retarget with awareness ad or product education,0
4778,0.012182577,Low Intent,Retarget with awareness ad or product education,0
11131,0.23827985,Low Intent,Retarget with awareness ad or product education,0
9392,0.0068111047,Low Intent,Retarget with awareness ad or product education,0
3979,0.007820465,Low Intent,Retarget with awareness ad or product education,0
9991,0.8577349,High Intent,Send checkout reminder or limited-time offer,0
11318,0.06191678,Low Intent,Retarget with awareness ad or product education,0
7966,0.93056345,High Intent,Send checkout reminder or limited-time offer,1
9377,0.15473695,Low Intent,Retarget with awareness ad or product education,0
680,0.008522166,Low Intent,Retarget with awareness ad or product education,0
2051,0.004738723,Low Intent,Retarget with awareness ad or product education,0
10497,0.25009403,Low Intent,Retarget with awareness ad or product education,0
512,0.017807283,Low Intent,Retarget with awareness ad or product education,0
9512,0.5379086,Medium Intent,Send educational content about Nattoguard benefits,0
2283,0.0014234356,Low Intent,Retarget with awareness ad or product education,0
1750,0.03483802,Low Intent,Retarget with awareness ad or product education,0
5814,0.17198743,Low Intent,Retarget with awareness ad or product education,0
1538,0.0011619373,Low Intent,Retarget with awareness ad or product education,0
2103,0.8414649,High Intent,Send checkout reminder or limited-time offer,1
9750,0.07512083,Low Intent,Retarget with awareness ad or product education,0
4293,0.6842912,Medium Intent,Send educational content about Nattoguard benefits,1
3009,0.007749231,Low Intent,Retarget with awareness ad or product education,0
3660,0.51990956,Medium Intent,Send educational content about Nattoguard benefits,0
4356,0.01587634,Low Intent,Retarget with awareness ad or product education,0
8201,0.91019756,High Intent,Send checkout reminder or limited-time offer,1
9476,0.015465484,Low Intent,Retarget with awareness ad or product education,0
7538,0.8288466,High Intent,Send checkout reminder or limited-time offer,1
2686,0.013038371,Low Intent,Retarget with awareness ad or product education,0
4681,0.004438392,Low Intent,Retarget with awareness ad or product education,0
7774,0.16606985,Low Intent,Retarget with awareness ad or product education,0
1134,0.017961668,Low Intent,Retarget with awareness ad or product education,0
9618,0.7271288,Medium Intent,Send educational content about Nattoguard benefits,0
1707,0.054689568,Low Intent,Retarget with awareness ad or product education,0
10391,0.20722951,Low Intent,Retarget with awareness ad or product education,0
9579,0.00873019,Low Intent,Retarget with awareness ad or product education,0
11277,0.20763461,Low Intent,Retarget with awareness ad or product education,0
4304,0.0017570524,Low Intent,Retarget with awareness ad or product education,0
11019,0.4533568,Medium Intent,Send educational content about Nattoguard benefits,1
8972,0.17082055,Low Intent,Retarget with awareness ad or product education,0
5366,0.010783606,Low Intent,Retarget with awareness ad or product education,0
10100,0.38801688,Low Intent,Retarget with awareness ad or product education,0
7420,0.8835827,High Intent,Send checkout reminder or limited-time offer,1
1071,0.8957581,High Intent,Send checkout reminder or limited-time offer,0
2275,0.0014464312,Low Intent,Retarget with awareness ad or product education,0
4342,0.0011393961,Low Intent,Retarget with awareness ad or product education,0
2850,0.006192333,Low Intent,Retarget with awareness ad or product education,0
4786,0.0071162283,Low Intent,Retarget with awareness ad or product education,0
1,0.012338976,Low Intent,Retarget with awareness ad or product education,0
1668,0.015766503,Low Intent,Retarget with awareness ad or product education,0
10197,0.881255,High Intent,Send checkout reminder or limited-time offer,1
287,0.020704368,Low Intent,Retarget with awareness ad or product education,0
11026,0.9170107,High Intent,Send checkout reminder or limited-time offer,1
519,0.0110341,Low Intent,Retarget with awareness ad or product education,0
8597,0.92794067,High Intent,Send checkout reminder or limited-time offer,0
756,0.042159792,Low Intent,Retarget with awareness ad or product education,0
2160,0.0009061223,Low Intent,Retarget with awareness ad or product education,0
7478,0.16669679,Low Intent,Retarget with awareness ad or product education,0
8103,0.76024,High Intent,Send checkout reminder or limited-time offer,0
1070,0.03146708,Low Intent,Retarget with awareness ad or product education,0
6066,0.27979153,Low Intent,Retarget with awareness ad or product education,0
5148,0.0015601307,Low Intent,Retarget with awareness ad or product education,0
1363,0.002447719,Low Intent,Retarget with awareness ad or product education,0
4939,0.010740172,Low Intent,Retarget with awareness ad or product education,0
1675,0.009675844,Low Intent,Retarget with awareness ad or product education,0
9877,0.09480458,Low Intent,Retarget with awareness ad or product education,0
5345,0.00070550473,Low Intent,Retarget with awareness ad or product education,0
9389,0.04319614,Low Intent,Retarget with awareness ad or product education,0
11458,0.0718905,Low Intent,Retarget with awareness ad or product education,0
215,0.009160715,Low Intent,Retarget with awareness ad or product education,0
8953,0.05839259,Low Intent,Retarget with awareness ad or product education,1
2432,0.016386485,Low Intent,Retarget with awareness ad or product education,0
3153,0.27425402,Low Intent,Retarget with awareness ad or product education,0
4668,0.006982987,Low Intent,Retarget with awareness ad or product education,0
4319,0.009058757,Low Intent,Retarget with awareness ad or product education,0
3580,0.0006196491,Low Intent,Retarget with awareness ad or product education,0
904,0.021199247,Low Intent,Retarget with awareness ad or product education,0
6063,0.25631326,Low Intent,Retarget with awareness ad or product education,0
3714,0.008674198,Low Intent,Retarget with awareness ad or product education,0
8544,0.08344688,Low Intent,Retarget with awareness ad or product education,0
3085,0.0008619435,Low Intent,Retarget with awareness ad or product education,0
7886,0.13871531,Low Intent,Retarget with awareness ad or product education,0
10250,0.8343276,High Intent,Send checkout reminder or limited-time offer,1
7358,0.15073003,Low Intent,Retarget with awareness ad or product education,0
8579,0.019609153,Low Intent,Retarget with awareness ad or product education,0
10294,0.24370362,Low Intent,Retarget with awareness ad or product education,0
5619,0.22302307,Low Intent,Retarget with awareness ad or product education,0
1904,0.03311135,Low Intent,Retarget with awareness ad or product education,0
3529,0.0132464785,Low Intent,Retarget with awareness ad or product education,0
6261,0.053879544,Low Intent,Retarget with awareness ad or product education,0
136,0.035167255,Low Intent,Retarget with awareness ad or product education,0
5245,0.0064188605,Low Intent,Retarget with awareness ad or product education,0
5738,0.31728888,Low Intent,Retarget with awareness ad or product education,0
8918,0.00856373,Low Intent,Retarget with awareness ad or product education,0
3694,0.004966909,Low Intent,Retarget with awareness ad or product education,0
6121,0.29003856,Low Intent,Retarget with awareness ad or product education,0
6775,0.5517488,Medium Intent,Send educational content about Nattoguard benefits,0
8489,0.34080544,Low Intent,Retarget with awareness ad or product education,0
7947,0.24187812,Low Intent,Retarget with awareness ad or product education,0
10463,0.0715371,Low Intent,Retarget with awareness ad or product education,0
9336,0.11750626,Low Intent,Retarget with awareness ad or product education,0
10379,0.30605808,Low Intent,Retarget with awareness ad or product education,1
1933,0.009204007,Low Intent,Retarget with awareness ad or product education,0
3339,0.011968533,Low Intent,Retarget with awareness ad or product education,0
5817,0.4226758,Medium Intent,Send educational content about Nattoguard benefits,0
8117,0.10155216,Low Intent,Retarget with awareness ad or product education,0
4004,0.71991277,Medium Intent,Send educational content about Nattoguard benefits,0
6552,0.037419315,Low Intent,Retarget with awareness ad or product education,0
4011,0.517147,Medium Intent,Send educational content about Nattoguard benefits,1
2379,0.0011440662,Low Intent,Retarget with awareness ad or product education,0
7311,0.2541023,Low Intent,Retarget with awareness ad or product education,0
9321,0.25198284,Low Intent,Retarget with awareness ad or product education,0
6171,0.63380903,Medium Intent,Send educational content about Nattoguard benefits,0
6068,0.656715,Medium Intent,Send educational content about Nattoguard benefits,0
6140,0.23744299,Low Intent,Retarget with awareness ad or product education,0
1044,0.007087987,Low Intent,Retarget with awareness ad or product education,0
2258,0.85645765,High Intent,Send checkout reminder or limited-time offer,0
7775,0.0042865877,Low Intent,Retarget with awareness ad or product education,0
4018,0.0007116205,Low Intent,Retarget with awareness ad or product education,0
1279,0.012972718,Low Intent,Retarget with awareness ad or product education,0
2669,0.92897,High Intent,Send checkout reminder or limited-time offer,1
9770,0.18370377,Low Intent,Retarget with awareness ad or product education,0
8063,0.97569025,High Intent,Send checkout reminder or limited-time offer,1
927,0.022357881,Low Intent,Retarget with awareness ad or product education,0
7712,0.095596455,Low Intent,Retarget with awareness ad or product education,0
2052,0.0009270665,Low Intent,Retarget with awareness ad or product education,0
10509,0.45461187,Medium Intent,Send educational content about Nattoguard benefits,1
5436,0.17076705,Low Intent,Retarget with awareness ad or product education,0
11441,0.30049008,Low Intent,Retarget with awareness ad or product education,0
9456,0.03510975,Low Intent,Retarget with awareness ad or product education,0
10983,0.18555741,Low Intent,Retarget with awareness ad or product education,0
277,0.0074602976,Low Intent,Retarget with awareness ad or product education,0
4188,0.005137037,Low Intent,Retarget with awareness ad or product education,0
8058,0.30180842,Low Intent,Retarget with awareness ad or product education,0
9294,0.048948623,Low Intent,Retarget with awareness ad or product education,0
715,0.0029987681,Low Intent,Retarget with awareness ad or product education,0
2165,0.93511105,High Intent,Send checkout reminder or limited-time offer,1
899,0.01575024,Low Intent,Retarget with awareness ad or product education,0
3638,0.009841243,Low Intent,Retarget with awareness ad or product education,0
10005,0.565271,Medium Intent,Send educational content about Nattoguard benefits,1
8327,0.67636234,Medium Intent,Send educational content about Nattoguard benefits,0
3096,0.8770467,High Intent,Send checkout reminder or limited-time offer,1
8931,0.2208199,Low Intent,Retarget with awareness ad or product education,0
6838,0.010077283,Low Intent,Retarget with awareness ad or product education,0
7503,0.47202674,Medium Intent,Send educational content about Nattoguard benefits,0
10890,0.1642877,Low Intent,Retarget with awareness ad or product education,0
8093,0.120532796,Low Intent,Retarget with awareness ad or product education,0
1085,0.9478375,High Intent,Send checkout reminder or limited-time offer,1
8324,0.8520394,High Intent,Send checkout reminder or limited-time offer,1
967,0.026703352,Low Intent,Retarget with awareness ad or product education,0
11863,0.11881469,Low Intent,Retarget with awareness ad or product education,0
7392,0.20049994,Low Intent,Retarget with awareness ad or product education,0
1135,0.54541385,Medium Intent,Send educational content about Nattoguard benefits,1
6975,0.81238294,High Intent,Send checkout reminder or limited-time offer,0
6504,0.54848045,Medium Intent,Send educational content about Nattoguard benefits,0
5379,0.8870582,High Intent,Send checkout reminder or limited-time offer,1
8382,0.10647054,Low Intent,Retarget with awareness ad or product education,0
3039,0.2535586,Low Intent,Retarget with awareness ad or product education,0
9646,0.9298425,High Intent,Send checkout reminder or limited-time offer,1
11978,0.3386139,Low Intent,Retarget with awareness ad or product education,0
613,0.0013037664,Low Intent,Retarget with awareness ad or product education,0
7734,0.842691,High Intent,Send checkout reminder or limited-time offer,0
6469,0.10063571,Low Intent,Retarget with awareness ad or product education,0
3538,0.00073935377,Low Intent,Retarget with awareness ad or product education,0
